Company Name,Ticker,Zacks Industry Rank,Zacks Rank,VGM Score
"HOSTESS BRANDS","TWNK","183","3","D"
"Two Harbors Investments Corp","TWO","203","3","C"
"Taylor Wimpey PLC Unsponsored ADR","TWODY","245","5","A"
"Ternium S.A.","TX","167","5","A"
"10x Genomics Inc.","TXG","69","3","F"
"Texas Instruments Incorporated","TXN","50","3","D"
"Texas Roadhouse, Inc.","TXRH","167","3","D"
"Textron Inc.","TXT","139","5","F"
"Tyler Technologies, Inc.","TYL","126","3","C"
"Under Armour, Inc.","UAA","195","3","F"
"United Airlines Holdings Inc","UAL","135","3","D"
"Urstadt Biddle Properties Inc.","UBA","181","3","C"
"UBE Industries, Ltd. Unsponsored ADR","UBEOY","192","3","B"
"UBS Group AG","UBS","165","3","A"
"UbiSoft Entertainment Inc.","UBSFY","120","2","A"
"United Bankshares, Inc.","UBSI","247","4","D"
"United Community Banks, Inc.","UCBI","219","4","F"
"Ultra Clean Holdings, Inc.","UCTT","126","3","A"
"UDG HEALTHCARE","UDHCF","63","3","A"
"United Dominion Realty Trust, Inc.","UDR","126","3","C"
"Urban Edge Properties","UE","181","4","F"
"Universal Electronics Inc.","UEIC","121","3","B"
"Net 1 UEPS Technologies, Inc.","UEPS","62","2","A"
"Unique Fabricating, Inc.","UFAB","165","2","A"
"United Fire Group, Inc","UFCS","141","3","F"
"Unifi, Inc.","UFI","81","3","A"
"Universal Forest Products, Inc.","UFPI","163","4","C"
"UFP Technologies, Inc.","UFPT","126","5","B"
"Domtar Corporation","UFS","152","3","B"
"Universal Health Services, Inc.","UHS","177","4","A"
"Ubiquiti Inc.","UI","59","3","B"
"United Insurance Holdings Corp.","UIHC","141","2","A"
"Universal Logistics Holdings, Inc.","ULH","207","5","A"
"Ulta Beauty Inc.","ULTA","192","5","A"
"UMB Financial Corporation","UMBF","236","4","F"
"UMH Properties, Inc.","UMH","126","3","C"
"Umpqua Holdings Corporation","UMPQ","141","3","F"
"UNICREDITO SPA","UNCFF","165","3","D"
"Unifirst Corporation","UNF","183","4","A"
"UnitedHealth Group Incorporated","UNH","81","3","B"
"Uniti Group Inc.","UNIT","80","4","A"
"Unum Group","UNM","195","3","B"
"Union Pacific Corporation","UNP","222","3","C"
"Unity Bancorp, Inc.","UNTY","219","3","B"
"Univar Inc.","UNVR","192","4","C"
"United Overseas Bank Ltd.","UOVEY","165","2","D"
"United Parcel Service, Inc.","UPS","59","4","B"
"Urban Outfitters, Inc.","URBN","195","3","B"
"United Rentals, Inc.","URI","203","4","B"
"USA Compression Partners, LP","USAC","81","3","B"
"USA Truck, Inc.","USAK","207","3","C"
"Universal Stainless  Alloy Products, Inc.","USAP","167","4","F"
"USA Technologies, Inc.","USAT","81","3","F"
"U.S. Bancorp","USB","247","5","C"
"U S Concrete, Inc.","USCR","219","3","A"
"Usio Inc","USIO","191","3","F"
"United States Cellular Corporation","USM","50","2","A"
"Usinas Siderurgicas de Minas Gerais SA","USNZY","167","3","B"
"U.S. Physical Therapy, Inc.","USPH","79","3","C"
"U.S. Well Services, Inc.","USWS","78","1","B"
"U.S. Xpress Enterprises, Inc.","USX","206","3","A"
"Unitil Corporation","UTL","76","4","C"
"UTStarcom Holdings Corp","UTSI","67","2","D"
"United Utilities Group PLC","UUGRY","76","4","C"
"Univest Corporation of Pennsylvania","UVSP","219","5","D"
"Visa Inc.","V","191","3","C"
"Marriot Vacations Worldwide Corporation","VAC","207","5","B"
"Ensco plc","VAL","69","2","F"
"VALE S.A.","VALE","81","3","B"
"Vapotherm, Inc.","VAPO","68","3","D"
"Varian Medical Systems, Inc.","VAR","69","3","C"
"Veritex Holdings, Inc.","VBTX","247","5","C"
"Visteon Corporation","VC","165","3","F"
"Vocera Communications, Inc.","VCRA","67","3","C"
"Victory Capital Holdings, Inc.","VCTR","161","4","A"
"Veracyte, Inc.","VCYT","69","3","F"
"Vectrus, Inc.","VEC","56","2","A"
"Veeco Instruments Inc.","VECO","126","2","C"
"Velocity Financial, Inc.","VEL","131","3","C"
"VEON Ltd.","VEON","72","3","B"
"VEREIT Inc.","VER","80","3","F"
"Veritone, Inc.","VERI","75","1","B"
"Restoration Robotics, Inc.","VERO","69","3","C"
"Female Health Company The","VERU","68","2","C"
"V.F. Corporation","VFC","195","5","F"
"Vonage Holdings Corp.","VG","56","2","D"
"Vector Group Ltd.","VGR","73","1","A"
"ViacomCBS Inc.","VIAC","177","4","C"
"Viavi Solutions Inc.","VIAV","67","3","A"
"VICI Properties Inc.","VICI","80","3","D"
"Vicor Corporation","VICR","144","3","F"
"Virco Manufacturing Corporation","VIRC","245","2","B"
"Virtu Financial, Inc.","VIRT","152","1","D"
"Vista Oil  Gas, S.A.B. de C.V. Sponsored ADR","VIST","148","3","B"
"Telefonica Brasil S.A.","VIV","72","3","B"
"Viveve Medical, Inc.","VIVE","69","2","C"
"Vivendi SA","VIVHY","72","3","A"
"Meridian Bioscience Inc.","VIVO","68","2","A"
"voxeljet AG","VJET","133","3","F"
"Valeo S.A.","VLEEY","165","3","B"
"Valero Energy Corporation","VLO","180","3","C"
"Vallourec SA","VLOWY","81","3","A"
"Voestalpine AG","VLPNY","195","3","D"
"Controladora Vuela Compania de Aviacion, S.A.B. de C.V.","VLRS","135","3","B"
"AB Volvo","VLVLY","165","4","B"
"Valley National Bancorp","VLY","219","3","F"
"Vulcan Materials Company","VMC","219","4","D"
"Viemed Healthcare, Inc.","VMD","68","3","C"
"Valmont Industries, Inc.","VMI","81","3","A"
"VMware, Inc.","VMW","81","4","C"
"Vince Holding Corp.","VNCE","195","3","A"
"Veoneer, Inc.","VNE","165","2","C"
"Vornado Realty Trust","VNO","80","3","D"
"Venator Materials PLC","VNTR","150","3","F"
"Vodafone Group PLC","VOD","121","3","B"
"Volt Information Sciences, Inc.","VOLT","56","3","C"
"Vonovia SE Unsponsored ADR","VONOY","139","3","B"
"Voya Financial, Inc.","VOYA","177","3","F"
"Vishay Precision Group, Inc.","VPG","144","3","B"
"Vera Bradley, Inc.","VRA","195","3","A"
"ViewRay, Inc.","VRAY","69","2","D"
"VAREX IMAGING","VREX","68","3","C"
"Varonis Systems, Inc.","VRNS","59","3","D"
"Verint Systems Inc.","VRNT","81","5","B"
"VERRA MOBILITY CORP","VRRM","62","2","D"
"Verso Corporation","VRS","152","4","F"
"Verisk Analytics, Inc.","VRSK","152","3","C"
"VeriSign, Inc.","VRSN","56","1","C"
"GS Acquisition Holdings Corp.","VRT","81","3","D"
"Virtus Investment Partners, Inc.","VRTS","161","4","F"
"Virtusa Corporation","VRTU","167","5","B"
"Veritiv Corporation","VRTV","152","1","A"
"Viasat Inc.","VSAT","59","3","B"
"Vivint Solar, Inc.","VSLR","50","3","F"
"Vistra Energy Corp.","VST","76","2","A"
"Vista Outdoor Inc.","VSTO","135","2","B"
"Vertex Energy, Inc","VTNR","152","3","D"
"Ventas, Inc.","VTR","80","3","D"
"VirTra, Inc.","VTSI","81","3","A"
"Victrex PLC","VTXPF","167","3","D"
"Viad Corp","VVI","56","3","B"
"Mosaic Acquisition Corp.","VVNT","212","3","F"
"Valvoline Inc.","VVV","150","4","A"
"Volkswagen AG","VWAGY","243","5","A"
"Verizon Communications Inc.","VZ","50","3","A"
"Westinghouse Air Brake Technologies Corporation","WAB","243","4","F"
"Washington Federal, Inc.","WAFD","219","3","D"
"Western Alliance Bancorporation","WAL","141","3","C"
"WANdisco PLC","WANSF","75","3","B"
"Washington Trust Bancorp, Inc.","WASH","219","4","F"
"Waters Corporation","WAT","195","4","D"
"Energous Corporation","WATT","148","3","D"
"Walgreens Boots Alliance, Inc.","WBA","195","3","A"
"Wabco Holdings Inc.","WBC","165","4","D"
"Westpac Banking Corporation","WBK","165","3","D"
"Webster Financial Corporation","WBS","219","3","F"
"Welbilt, Inc.","WBT","219","3","F"
"WESCO International, Inc.","WCC","236","4","B"
"Waste Connections, Inc.","WCN","183","3","C"
"Walker  Dunlop, Inc.","WD","131","3","F"
"Western Digital Corporation","WDC","81","3","A"
"Waddell  Reed Financial, Inc.","WDR","161","2","C"
"WEC Energy Group, Inc.","WEC","76","3","D"
"WEIR GROUP PLC","WEGRY","160","3","A"
"Weichai Power Co.","WEICY","81","3","A"
"Welltower Inc.","WELL","80","4","D"
"The Wendys Company","WEN","167","3","F"
"Werner Enterprises, Inc.","WERN","207","3","A"
"Western Gas Equity Partners, LP","WES","125","3","A"
"WisdomTree Investments, Inc.","WETF","150","2","B"
"WEX Inc.","WEX","191","4","C"
"Woori Bank","WF","165","5","B"
"Wells Fargo  Company","WFC","247","5","C"
"Winnebago Industries, Inc.","WGO","253","4","A"
"Wyndham Hotels  Resorts Inc.","WH","207","3","F"
"Cactus, Inc.","WHD","81","3","B"
"WhiteHorse Finance, Inc.","WHF","152","4","B"
"Whirlpool Corporation","WHR","144","4","D"
"Boingo Wireless, Inc.","WIFI","56","3","B"
"William Demant Holdings","WILYY","68","3","B"
"WILLIAM HIL ADR","WIMHY","120","3","A"
"Wingstop Inc.","WING","167","2","C"
"Encore Wire Corporation","WIRE","212","3","A"
"Wipro Limited","WIT","126","3","B"
"Wix.com Ltd.","WIX","81","3","D"
"WEST JAPAN RAIL","WJRYY","222","5","A"
"WISeKey International Holding Ltd. Sponsored ADR","WKEY","62","3","F"
"Workhorse Group, Inc.","WKHS","165","3","F"
"Willdan Group, Inc.","WLDN","160","3","B"
"Westlake Chemical Corporation","WLK","167","5","F"
"Westlake Chemical Partners LP","WLKP","150","4","A"
"WILLIAMS INDUSTRIAL SERVICES GROUP INC.","WLMS","203","4","C"
"Willis Towers Watson Public Limited Company","WLTW","81","3","D"
"Waste Management, Inc.","WM","183","3","B"
"Western Asset Mortgage Capital Corporation","WMC","203","3","F"
"Wright Medical Group N.V.","WMGI","69","3","B"
"WalMart de Mexico SAB de CV","WMMVY","131","4","A"
"Advanced Drainage Systems, Inc.","WMS","203","4","A"
"Walmart Inc.","WMT","131","3","A"
"Wabash National Corporation","WNC","165","3","C"
"Western New England Bancorp","WNEB","165","3","D"
"WNS Holdings Limited","WNS","56","5","B"
"Worthington Industries, Inc.","WOR","227","4","A"
"Slack Technologies, Inc.","WORK","75","3","C"
"WideOpenWest, Inc.","WOW","126","3","C"
"W.P. Carey Inc.","WPC","80","3","B"
"Washington Prime Group Inc.","WPG","181","3","C"
"WPP PLC","WPP","195","4","A"
"Westport Fuel Systems Inc.","WPRT","165","4","C"
"W.R. Berkley Corporation","WRB","141","3","C"
"Washington Real Estate Investment Trust","WRE","80","3","F"
"Weingarten Realty Investors","WRI","181","4","D"
"WestRock Company","WRK","152","5","B"
"World Acceptance Corporation","WRLD","227","5","A"
"WARTSILA OYJ","WRTBY","75","3","B"
"Wrap Technologies, Inc.","WRTC","62","1","F"
"WesBanco, Inc.","WSBC","247","5","D"
"Waterstone Financial, Inc.","WSBF","181","3","F"
"WillScot Corporation","WSC","245","3","A"
"WSFS Financial Corporation","WSFS","181","4","D"
"Wanda Sports Group Company Limited Sponsored ADR","WSG","161","3","C"
"WilliamsSonoma, Inc.","WSM","192","3","A"
"Watsco, Inc.","WSO","225","3","A"
"Whitestone REIT","WSR","80","3","D"
"West Pharmaceutical Services, Inc.","WST","167","2","B"
"West Bancorporation","WTBA","181","1","B"
"Alkaline Water Company Inc.","WTER","121","3","C"
"Wintrust Financial Corporation","WTFC","236","3","F"
"Watford Holdings Ltd.","WTRE","141","3","D"
"Watts Water Technologies, Inc.","WTS","234","4","F"
"SELECT EGY SVCS","WTTR","78","3","A"
"The Western Union Company","WU","191","3","B"
"58.com Inc.","WUBA","56","3","A"
"WW International, Inc.","WW","121","3","C"
"Woodward, Inc.","WWD","234","4","A"
"World Wrestling Entertainment, Inc.","WWE","177","3","B"
"WORLDLINE SA","WWLNF","191","3","D"
"Wolverine World Wide, Inc.","WWW","235","5","D"
"Weyerhaeuser Company","WY","163","3","D"
"Worley Limited","WYGPY","56","3","A"
"WYNDHAM DESTINATIONS, INC.","WYND","207","3","D"
"Wynn Macau Ltd.","WYNMF","120","3","F"
"Wynn Resorts, Limited","WYNN","120","3","F"
"WidePoint Corporation","WYY","167","3","A"
"United States Steel Corporation","X","167","3","F"
"Exantas Capital Corp.","XAN","203","3","D"
"Xcel Energy Inc.","XEL","76","3","D"
"Exela Technologies, Inc.","XELA","75","2","C"
"Xcel Brands, Inc","XELB","195","3","C"
"Intersect ENT, Inc.","XENT","69","3","F"
"Exagen Inc.","XGN","68","3","F"
"Xenia Hotels  Resorts, Inc.","XHR","80","3","D"
"Xilinx, Inc.","XLNX","81","3","C"
"Exxon Mobil Corporation","XOM","148","3","C"
"XP Inc.","XP","152","3","F"
"XPEL, Inc.","XPEL","165","3","D"
"Tessera Holding Corporation","XPER","75","3","B"
"XPO Logistics, Inc.","XPO","206","5","B"
"DENTSPLY SIRONA Inc.","XRAY","167","5","F"
"Xerox Corporation","XRX","231","5","C"
"X Financial Sponsored ADR","XYF","152","3","A"
"Xylem Inc.","XYL","219","5","F"
"Alleghany Corporation","Y","141","4","D"
"Yamaha Motor Co., Ltd.","YAMHF","243","3","C"
"Yara International ASA","YARIY","81","1","A"
"Yaskawa Electric Corp.","YASKY","144","5","B"
"cbdMD, Inc.","YCBD","195","3","F"
"YETI Holdings, Inc.","YETI","135","4","F"
"Yext Inc.","YEXT","75","3","D"
"111, Inc. Sponsored ADR","YI","69","3","B"
"Yintech Investment Holdings Limited","YIN","150","2","A"
"YPF Sociedad Anonima","YPF","148","2","A"
"YRC Worldwide, Inc.","YRCW","207","3","C"
"Metabolix, Inc.","YTEN","81","3","F"
"Yum Brands, Inc.","YUM","167","4","C"
"Yum China Holdings Inc.","YUMC","167","2","D"
"Yanzhou Coal Mining Company Limited","YZCAY","63","3","B"
"ZAGG Inc","ZAGG","144","2","A"
"Zimmer Biomet Holdings, Inc.","ZBH","68","4","D"
"Zebra Technologies Corporation","ZBRA","167","2","D"
"Olympic Steel, Inc.","ZEUS","167","4","D"
"Zions Bancorporation, N.A.","ZION","141","3","F"
"Zix Corporation","ZIXI","59","3","A"
"Zynga Inc.","ZNGA","120","3","D"
"China Southern Airlines Company Limited","ZNH","135","1","D"
"Zte Corp.","ZTCOY","59","3","C"
"ZTO Express Cayman Inc.","ZTO","206","3","B"
"Zumiez Inc.","ZUMZ","195","4","A"
"Zurich Insurance Group Ltd.","ZURVY","141","4","B"
"Zovio Inc","ZVO","75","3","C"
"Zynex Inc.","ZYXI","68","1","C"
